b number,NAME,PRODUCT-NAME,Class,Protein,RNA FISH
b2982,insH-9,IS5 transposase and trans-activator,noessential,,
b2983,yghQ,predicted inner membrane protein,noessential,,
b2984,yghR,predicted protein,noessential,,
b2985,yghS,predicted protein,noessential,,
b2986,yghT,predicted protein,noessential,,
b2987,pitB,phosphate transporter,noessential,,
b2988,gsp,fused glutathionylspermidine amidase / glutathionylspermidine synthetase,noessential,,
b2989,yghU,glutathione transferase-like protein possibly involved in glutathionylspermidine metabolism,noessential,,
b2990,hybG,hydrogenase 2 accessory protein,noessential,,
b2991,hybF,protein involved with the maturation of hydrogenases 1 and 2,noessential,,
b2992,hybE,hydrogenase 2-specific chaperone,noessential,,
b2993,hybD,predicted maturation element for hydrogenase 2,noessential,1,
b2994,hybC,hydrogenase 2; large subunit,noessential,,
b2995,hybB,predicted hydrogenase 2 cytochrome b type component,noessential,,
b2996,hybA,hydrogenase 2 4Fe-4S ferredoxin-type component,noessential,,
b2997,hybO,hydrogenase 2; small subunit,noessential,,
b2998,yghW,predicted protein,noessential,,
b3001,yghZ,methylglyoxal reductase,noessential,,
b3002,yqhA,conserved inner membrane protein,noessential,,
b3003,yghA,predicted glutathionylspermidine synthase; with NAD(P)-binding Rossmann-fold domain,noessential,1,
b3005,exbD,ExbD uptake of enterochelin; tonB-dependent uptake of B colicins,noessential,,
b3006,exbB,ExbB protein; uptake of enterochelin; tonB-dependent uptake of B colicins,noessential,,
b3008,metC,L-cysteine desulfhydrase / cystathionine-&beta;-lyase,noessential,,
b3009,yghB,conserved inner membrane protein,noessential,,
b3010,yqhC,predicted DNA-binding transcriptional regulator,noessential,,
b3011,yqhD,NADP-dependent alcohol dehydrogenase,noessential,1,
b3012,dkgA,methylglyoxal reductase [multifunctional],noessential,,
b3013,yqhG,conserved protein,noessential,,
b3014,yqhH,predicted outer membrane lipoprotein,noessential,,
b3017,ftsP,cell division protein required during stress conditions,noessential,,
b3018,plsC,1-acylglycerol-3-phosphate acyltransferase,essential,,
b3019,parC,topoisomerase IV subunit A,essential,1,
b3020,ygiS,predicted transporter subunit,noessential,,
b3021,ygiT,predicted DNA-binding transcriptional regulator,noessential,,
b3022,mqsR,motility quorum-sensing regulator,noessential,,
b3023,ygiV,predicted transcriptional regulator,noessential,,
b3024,ygiW,conserved protein,noessential,,
b3025,qseB,QseB-Phosphorylated transcriptional activator,noessential,,
b3026,qseC,sensory histidine kinase in two-component regulatory system with QseB,noessential,,
b3027,ygiZ,conserved inner membrane protein,noessential,,
b3028,mdaB,NADPH quinone reductase,noessential,,
b3029,ygiN,quinol monooxygenase monomer,noessential,,
b3030,parE,topoisomerase IV subunit B,essential,1,
b3031,yqiA,esterase,noessential,,
b3032,cpdA,cAMP phosphodiesterase,noessential,,
b3033,yqiB,predicted dehydrogenase,noessential,,
b3034,nudF,ADP- sugar pyrophosphatase,noessential,,
b3035,tolC,TolC outer membrane channel,noessential,,
b3036,ygiA,predicted protein,noessential,,
b3037,ygiB,conserved outer membrane protein,noessential,,
b3038,ygiC,predicted enzyme,noessential,,
b3039,ygiD,predicted dioxygenase,noessential,,
b3040,zupT,Zn transport protein (ZIP family),noessential,,
b3041,ribB,3;4-dihydroxy-2-butanone 4-phosphate synthase,essential,1,1
b3042,yqiC,conserved protein,noessential,,
b3043,ygiL,predicted fimbrial-like adhesin protein,noessential,,
b3044,insC-5,IS2 element protein InsA,noessential,,
b3045,insD-5,IS2 element protein,noessential,,
b3046,yqiG,putative membrane protein,noessential,,
b3047,yqiH,putative membrane protein,noessential,,
b3048,yqiI,conserved protein,noessential,,
b3049,glgS,predicted glycogen synthesis protein,noessential,,
b3050,yqiJ,putative oxidoreductase,noessential,,
b3051,yqiK,putative membrane protein,noessential,,
b3052,rfaE,fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,noessential,,
b3053,glnE,glutamine synthetase adenylyltransferase [multifunctional],noessential,1,
b3054,ygiF,predicted adenylate cyclase,noessential,1,
b3055,htrG,predicted signal transduction protein (SH3 domain),noessential,,
b3056,cca,tRNA nucleotidyltransferase,essential,1,
b3057,bacA,undecaprenyl pyrophosphate phosphatase,noessential,,
b3058,folB,dihydroneopterin aldolase,essential,,
b3059,ygiH,conserved inner membrane protein,noessential,,
b3060,ttdR,predicted DNA-binding transcriptional regulator LYSR-type,noessential,1,
b3061,ttdA,L-tartrate dehydratase; &alpha; subunit,noessential,,
b3062,ttdB,L-tartrate dehydratase; &beta; subunit,noessential,,
b3063,ttdT,TtdT tartrate/succinate DASS transporter,noessential,,
b3064,ygjD,predicted peptidase,essential,1,
b3065,rpsU,30S ribosomal subunit protein S21,noessential,,
b3066,dnaG,DNA primase,essential,,
b3067,rpoD,RNA polymerase; sigma 70 (sigma D) factor,essential,,
b3068,mug,stationary phase mismatch/uracil DNA glycosylase,noessential,,
b3069,ileX,tRNA<SUP>ileX</SUP>,noessential,,
b3070,yqjH,hypothetical protein,noessential,,
b3071,yqjI,predicted transcriptional regulator,noessential,1,
b3072,aer,aerotaxis sensor receptor; flavoprotein,noessential,,
b3073,ygjG,putrescine aminotransferase / diamine transaminase,noessential,1,
b3074,ygjH,putative tRNA synthetase,noessential,1,
b3075,ebgR,EbgR transcriptional repressor,noessential,,
b3076,ebgA,evolved &beta;-D-galactosidase; &alpha; subunit; cryptic gene,noessential,,
b3077,ebgC,evolved &beta;-D-galactosidase; &beta; subunit; cryptic gene,noessential,,
b3078,ygjI,YgjI APC transporter,noessential,,
b3079,ygjJ,conserved protein,noessential,,
b3080,ygjK,predicted glycosyl hydrolase,noessential,,
b3081,fadH,2;4-dienoyl-CoA reductase,noessential,,
b3082,ygjM,predicted DNA-binding transcriptional regulator,noessential,,
b3083,ygjN,conserved protein,noessential,,
b3084,rlmG,23S rRNA m<sup>2</sup>G1835 methyltransferase,noessential,,
b3085,ygjP,predicted metal-dependent hydrolase,noessential,,
b3086,ygjQ,conserved protein,noessential,,
b3087,ygjR,predicted NAD(P)-binding dehydrogenase,noessential,,
b3088,alx,putative membrane-bound redox modulator that is induced by high pH,noessential,,
b3089,sstT,SstT DAACS transporter,noessential,,
b3090,ygjV,inner membrane protein,noessential,,
b3091,uxaA,altronate dehydratase,noessential,1,
b3092,uxaC,D-glucuronate isomerase / D-galacturonate isomerase,noessential,,
b3093,exuT,ExuT hexuronate MFS transporter,noessential,,
b3094,exuR,ExuR transcriptional repressor,noessential,,
b3095,yqjA,conserved inner membrane protein,noessential,,
b3096,yqjB,conserved protein,noessential,,
b3097,yqjC,conserved protein,noessential,,
b3098,yqjD,conserved protein,noessential,1,1
b3099,yqjE,conserved inner membrane protein,noessential,,
b3100,yqjK,conserved protein,noessential,,
b3101,yqjF,predicted quinol oxidase subunit,noessential,,
b3102,yqjG,predicted S-transferase,noessential,1,
b3103,yhaH,putative cytochrome,noessential,,
b3104,yhaI,putative cytochrome,noessential,,
b3105,yhaJ,predicted DNA-binding transcriptional regulator LYSR-type,noessential,1,
b3106,yhaK,predicted pirin-related protein,noessential,,
b3107,yhaL,predicted protein,noessential,,
b3110,yhaO,YhaO STP transporter,noessential,,
b3113,tdcF,predicted L-PSP (mRNA) endoribonuclease,noessential,,
b3114,tdcE,2-ketobutyrate formate-lyase / pyruvate formate-lyase,noessential,,
b3115,tdcD,propionate kinase,noessential,1,
b3116,tdcC,TdcC threonine STP transporter,noessential,,
b3117,tdcB,catabolic threonine dehydratase,noessential,,
b3118,tdcA,TdcA transcriptional activator,noessential,,
b3119,tdcR,TdcR transcriptional activator,noessential,,
b3120,yhaB,predicted protein,noessential,,
b3121,yhaC,predicted protein,noessential,,
b3123,rnpB,RnpB RNA; catalytic subunit of RNAse P,essential,,
b3124,garK,glycerate kinase I,noessential,1,
b3125,garR,tartronate semialdehyde reductase,noessential,,
b3126,garL,&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase,noessential,1,
b3127,garP,YhaU  MFS transporter,noessential,,
b3128,garD,galactarate dehydratase,noessential,,
b3129,sohA,PrlF antitoxin,noessential,,
b3130,yhaV,YhaV toxic endonuclease,noessential,,
b3131,agaR,AgaR transcriptional repressor,noessential,,
b3132,kbaZ,tagatose-1;6-bisphosphate aldolase 1,noessential,,
b3133,agaV,PTS system; cytoplasmic; N-acetylgalactosamine-specific IIB component 2 (EIIB-AGA),noessential,,
b3134,agaW,PTS system N-acetylgalactosameine-specific IIC component 2,noessential,,
b3135,agaA,predicted truncated N-acetylgalactosamine-6-phosphate deacetylase,noessential,,
b3136,agaS,putative tagatose-6-phosphate aldose/ketose isomerase,noessential,,
b3137,kbaY,tagatose-1;6-bisphosphate aldolase 1,noessential,,
b3138,agaB,EIIAga,noessential,,
b3139,agaC,EIIAga,noessential,,
b3140,agaD,EIIAga,noessential,,
b3141,agaI,putative galactosamine-6-phosphate isomerase,noessential,,
b3142,yraH,predicted fimbrial-like adhesin protein,noessential,,
b3143,yraI,putative chaperone,noessential,,
b3144,yraJ,predicted outer membrane protein,noessential,,
b3145,yraK,putative fimbrial protein,noessential,,
b3146,yraL,predicted methyltransferase,noessential,1,
b3147,yraM,putative glycosylase,noessential,1,
b3148,yraN,conserved protein,noessential,1,
b3149,diaA,DnaA initiator-associating factor for replication initiation,noessential,,
b3150,yraP,lipoprotein,noessential,,
b3151,yraQ,predicted permease,noessential,,
b3152,yraR,predicted nucleoside-diphosphate-sugar epimerase,noessential,,
b3153,yhbO,protein involved in stress response,noessential,,
b3154,yhbP,conserved protein,noessential,,
b3155,yhbQ,predicted endonuclease,noessential,,
b3156,yhbS,predicted acyltransferase with acyl-CoA N-acyltransferase domain,noessential,,
b3157,yhbT,predicted lipid carrier protein,noessential,,
b3158,yhbU,predicted peptidase (collagenase-like),noessential,,
b3159,yhbV,predicted protease,noessential,1,
b3160,yhbW,conserved protein,noessential,,
b3161,mtr,Mtr tryptophan ArAAP transporter,noessential,,
b3162,deaD,CsdA; DEAD-box RNA helicase,noessential,1,1
b3163,nlpI,lipoprotein involved in cell division,noessential,1,
b3164,pnp,degradosome,noessential,1,1
b3165,rpsO,30S ribosomal subunit protein S15,noessential,,
b3166,truB,tRNA pseudouridine 55 synthase,noessential,,
b3167,rbfA,30S ribosome binding factor,noessential,1,
b3168,infB,protein chain initiation factor IF-2,essential,,
b3169,nusA,transcription termination/antitermination L factor,essential,1,1
b3170,yhbC,conserved protein,noessential,1,
b3171,metY,tRNA<SUP>metY</SUP>,noessential,,
b3172,argG,argininosuccinate synthase,noessential,1,
b3173,yhbX,predicted hydrolase; inner membrane,noessential,,
b3174,leuU,tRNA<SUP>leuU</SUP>,essential,,
b3175,secG,Sec Protein Secretion Complex,noessential,,
b3176,glmM,phosphoglucosamine mutase,essential,1,
b3177,folP,dihydropteroate synthase,noessential,,
b3178,hflB,HflB; integral membrane ATP-dependent zinc metallopeptidase,essential,1,
b3179,rrmJ,23S rRNA m2U2552 methyltransferase,noessential,1,
b3180,yhbY,predicted RNA-binding protein,noessential,1,1
b3181,greA,transcription elongation factor GreA,noessential,,
b3182,dacB,D-alanyl-D-alanine endopeptidase / D-alanyl-D-alanine carboxypeptidase,noessential,1,
b3183,obgE,GTPase involved in DNA replication and ribosome assembly,essential,1,
b3184,yhbE,conserved inner membrane protein,noessential,,
b3185,rpmA,50S ribosomal subunit protein L27,essential,,
b3186,rplU,50S ribosomal subunit protein L21,essential,,
b3187,ispB,octaprenyl diphosphate synthase,essential,,
b3188,sfsB,Nlp transcriptional regulator,noessential,,
b3189,murA,UDP-N-acetylglucosamine enolpyruvoyl transferase,essential,1,
b3190,yrbA,predicted DNA-binding transcriptional regulator,noessential,1,
b3191,yrbB,predicted NTP-binding protein,noessential,1,
b3192,yrbC,predicted ABC-type organic solvent transporter,noessential,1,
b3193,yrbD,predicted ABC-type organic solvent transporter,noessential,,
b3194,yrbE,YrbF/YrbE ABC transporter,noessential,,
b3195,yrbF,YrbF/YrbE ABC transporter,noessential,,
b3196,yrbG,YrbG CaCA transporter,noessential,,
b3197,kdsD,D-arabinose 5-phosphate isomerase,noessential,1,
b3198,kdsC,3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase monomer,essential,1,
b3199,yrbK,LptA/LptB/YrbK ABC transporter,essential,,
b3200,lptA,LptA/LptB/YrbK ABC transporter,essential,,
b3201,lptB,LptA/LptB/YrbK ABC transporter,essential,,
b3202,rpoN,RNA polymerase; sigma 54 (sigma N) factor,noessential,1,
b3203,hpf,predicted ribosome-associated; sigma 54 modulation protein,noessential,1,1
b3204,ptsN,phosphotransferase system enzyme IIA; regulates N metabolism,noessential,,
b3205,yhbJ,predicted P-loop containing ATPase,noessential,1,
b3206,npr,phosphocarrier protein HPr-like NPr; nitrogen related; exchanges phosphate with Enzyme I; Hpr,noessential,,
b3207,yrbL,predicted protein,noessential,,
b3208,mtgA,biosynthetic peptidoglycan transglycosylase,noessential,,
b3209,elbB,isoprenoid biosynthesis protein with amidotransferase-like domain,noessential,,
b3210,arcB,ArcB-P<SUP>his292</SUP>,noessential,1,
b3211,yhcC,predicted Fe-S oxidoreductase,noessential,1,
b3212,gltB,glutamate synthase; large subunit,noessential,1,1
b3213,gltD,glutamate synthase; small subunit,noessential,1,1
b3214,gltF,periplasmic protein,noessential,,
b3215,yhcA,predicted periplasmic chaperone protein,noessential,,
b3216,yhcD,predicted outer membrane protein,noessential,,
b3217,ychE_1,predicted protein; N-ter fragment (pseudogene),noessential,,
b3218,insH-10,IS5 transposase and trans-activator,noessential,,
b3219,yhcF,predicted transcriptional regulator,noessential,,
b3220,yhcG,conserved protein,noessential,,
b3221,yhcH,conserved protein,noessential,,
b3222,nanK,N-acetylmannosamine kinase,noessential,,
b3223,nanE,N-acetylmannosamine-6-P epimerase,noessential,1,
b3224,nanT,NanT sialic acid MFS transporter,noessential,,
b3225,nanA,N-acetylneuraminate lyase,noessential,,
b3226,nanR,NanR transcriptional repressor,noessential,,
b3227,dcuD,YhcL DcuC transporter,noessential,,
b3228,sspB,ClpXP protease specificity-enhancing factor,noessential,1,
b3229,sspA,stringent starvation protein A,noessential,1,1
b3230,rpsI,30S ribosomal subunit protein S9,essential,,
b3231,rplM,50S ribosomal subunit protein L13,essential,,
b3232,yhcM,conserved protein with nucleoside triphosphate hydrolase domain,noessential,,
b3233,yhcB,conserved protein,noessential,,
b3234,degQ,serine endoprotease; periplasmic,noessential,,
b3235,degS,serine endoprotease; periplasmic,essential,,
b3236,mdh,malate dehydrogenase,noessential,,
b3237,argR,cplx0-7590,noessential,,
b3238,yhcN,conserved protein,noessential,,
b3239,yhcO,predicted barnase inhibitor,noessential,1,
b3240,aaeB,AaeAB Hydroxylated; Aromatic Carboxylic Acid Efflux Transport System Protein B,noessential,,
b3241,aaeA,AaeAB Hydroxylated; Aromatic Carboxylic Acid Efflux Transport System Protein A,noessential,,
b3242,aaeX,hypothetical protein,noessential,,
b3243,aaeR,quorum sensing transcriptional regulator of LYSR-type,noessential,,
b3244,tldD,protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,noessential,1,
b3247,rng,ribonuclease G (RNAse G) monomer,noessential,,
b3248,yhdE,conserved protein,noessential,,
b3249,mreD,longitudinal peptidoglycan synthesis/chromosome segregation-directing complex,essential,,
b3250,mreC,longitudinal peptidoglycan synthesis/chromosome segregation-directing complex,essential,,
b3251,mreB,longitudinal peptidoglycan synthesis/chromosome segregation-directing complex,essential,1,1
b3252,csrD,regulator of CsrB and CsrC decay,noessential,1,
b3253,yhdH,predicted oxidoreductase; NAD(P)-binding,noessential,,
b3255,accB,biotinylated biotin-carboxyl carrier protein,essential,,
b3256,accC,acetyl-CoA carboxylase,essential,,
b3257,yhdT,conserved inner membrane protein,noessential,,
b3258,panF,PanF sodium/pantothenate SSS transporter,noessential,,
b3259,prmA,methylase for 50S ribosomal subunit protein L11,noessential,1,
b3260,dusB,tRNA dihydrouridine synthase,noessential,,
b3261,fis,Fis transcriptional dual regulator,noessential,,
b3262,yhdJ,DNA adenine methyltransferase,noessential,,
b3263,yhdU,predicted membrane protein,noessential,,
b3264,envR,predicted DNA-binding transcriptional regulator,noessential,,
b3265,acrE,transmembrane protein affects septum formation and cell membrane permeability,noessential,,
b3266,acrF,AcrEF-TolC Multidrug Efflux Transport System,noessential,,
b3267,yhdV,predicted outer membrane lipoprotein,noessential,,
b3268,yhdW,YhdW/YhdX/YhdY/YhdZ ABC transporter,noessential,,
b3269,yhdX,YhdW/YhdX/YhdY/YhdZ ABC transporter,noessential,,
